Species,Stock,Region,Latitude,Longitude,AlongShore_Distance,StockNumber,BY,S,R
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1962,4,21.8
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1963,4.4,2.9
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1964,15,17.7
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1965,0.9,1
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1966,1.7,26.5
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1967,0.7,4.4
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1968,26.5,18.9
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1969,4.4,8.8
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1970,11.1,1.2
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1971,8.5,0.2
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1972,1.2,33
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1973,0.2,0.6
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1974,23,37.3
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1975,0.6,6.4
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1976,37.3,558.2
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1977,6.4,12.7
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1978,90.4,391.9
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1979,9.3,14.8
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1980,94,56.8
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1981,5.7,5.2
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1982,51.7,42.8
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1983,3.9,3.3
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1984,33,22.8
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1985,1.4,1.9
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1986,12.9,58.7
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1987,1.1,5.1
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1988,28.5,22.3
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1989,1.9,4.6
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1990,22.2,58.3
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1991,1.2,0.8
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1992,50,282.8
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1993,0.7,6.6
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1994,94.7,219.8
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1995,5.2,9.9
pink,AKPen NW,Alaska Peninsula,54.982,163.37,3141,36,1996,216.6,145.6
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1962,826.1,2417
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1963,886.5,3121.3
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1964,902.4,847.7
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1965,789.9,380.4
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1966,627.4,1391.4
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1967,327.3,2769
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1968,528.1,2386.27
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1969,1906.2,1699.94
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1970,1007.9,135.11
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1971,488,122.13
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1972,81.8,334.13
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1973,85.7,387.85
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1974,238.6,3119.81
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1975,357.8,3332
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1976,1084,6134.15
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1977,2168.5,6964.13
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1978,1966.3,5142.53
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1979,2125.1,5825.47
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1980,1410.4,5638.13
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1981,1875,2884.63
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1982,1533.2,8519.35
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1983,639.2,4553.14
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1984,2526.7,4252.06
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1985,1229.3,2447.77
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1986,1185.5,6336.99
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1987,1304.4,6761.57
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1988,1636.5,2756.94
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1989,1179.3,9818.25
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1990,1018.2,6641.63
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1991,2268.4,9725.71
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1992,1781,4850.29
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1993,2232.2,15767.36
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1994,1700.53,4182.9
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1995,4404.45,4861.03
pink,AKPen SE and Scentral,Alaska Peninsula,55.5,161,2988,37,1996,2668.95,8421.89
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1962,772.7,1724.7
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1963,431.4,720.2
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1964,534,160.5
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1965,245.5,122.4
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1966,92,573
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1967,118.2,834
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1968,295.2,543.03
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1969,568.7,426.29
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1970,291,36.56
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1971,214.7,27.17
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1972,29.6,50.45
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1973,25.1,219.64
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1974,45.8,679.19
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1975,194.3,789.05
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1976,372.4,2224.73
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1977,509.3,2074.95
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1978,892.4,3834.23
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1979,504.4,1062.97
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1980,1231.2,1670.93
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1981,431.8,738.32
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1982,759.8,5961.14
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1983,212,1384.85
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1984,1824.9,1204.07
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1985,384.5,284.24
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1986,531.2,3367.21
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1987,236.1,2199.22
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1988,1203.1,1187.5
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1989,691.6,3105.97
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1990,580.2,5310.25
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1991,678.4,3111.1
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1992,1053.4,4872.63
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1993,757.9,6762.89
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1994,1371.2,1285.48
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1995,2001.85,2091.5
pink,AKPen SW and Unimak,Alaska Peninsula,54.5,163.5,3156,38,1996,978.6,3812.51
pink,Afognak,Kodiak,58.26222,152.5883,2431,26,1980,481.19,1020.61
pink,Afognak,Kodiak,58.26222,152.5883,2431,26,1981,431.26,423.72
pink,Afognak,Kodiak,58.26222,152.5883,2431,26,1982,328.22,697.89
pink,Afognak,Kodiak,58.26222,152.5883,2431,26,1983,229.47,723.53
pink,Afognak,Kodiak,58.26222,152.5883,2431,26,1984,232.56,1229.15
pink,Afognak,Kodiak,58.26222,152.5883,2431,26,1985,422.61,575.75
pink,Afognak,Kodiak,58.26222,152.5883,2431,26,1986,368.49,3077.85
pink,Afognak,Kodiak,58.26222,152.5883,2431,26,1987,260.85,943.02
pink,Afognak,Kodiak,58.26222,152.5883,2431,26,1988,651.85,1217.39
pink,Afognak,Kodiak,58.26222,152.5883,2431,26,1989,943.02,912.98
pink,Afognak,Kodiak,58.26222,152.5883,2431,26,1990,206.39,843.14
pink,Afognak,Kodiak,58.26222,152.5883,2431,26,1991,310.98,3026.16
pink,Afognak,Kodiak,58.26222,152.5883,2431,26,1992,447.94,1157.38
pink,Afognak,Kodiak,58.26222,152.5883,2431,26,1993,407.76,4332.73
pink,Afognak,Kodiak,58.26222,152.5883,2431,26,1994,533.98,293.77
pink,Afognak,Kodiak,58.26222,152.5883,2431,26,1995,588.73,579.94
pink,Afognak,Kodiak,58.26222,152.5883,2431,26,1996,127.87,1671.74
pink,Alitak,Kodiak,56.88528,154.1217,2546,28,1980,517.91,986.6
pink,Alitak,Kodiak,56.88528,154.1217,2546,28,1981,625.21,1868.88
pink,Alitak,Kodiak,56.88528,154.1217,2546,28,1982,466.83,747.32
pink,Alitak,Kodiak,56.88528,154.1217,2546,28,1983,440.36,1856.54
pink,Alitak,Kodiak,56.88528,154.1217,2546,28,1984,313.52,1077.13
pink,Alitak,Kodiak,56.88528,154.1217,2546,28,1985,798.64,1393.69
pink,Alitak,Kodiak,56.88528,154.1217,2546,28,1986,349.07,646.4
pink,Alitak,Kodiak,56.88528,154.1217,2546,28,1987,476.79,2892.82
pink,Alitak,Kodiak,56.88528,154.1217,2546,28,1988,260.4,234.01
pink,Alitak,Kodiak,56.88528,154.1217,2546,28,1989,2710.82,2842.24
pink,Alitak,Kodiak,56.88528,154.1217,2546,28,1990,89.01,242.22
pink,Alitak,Kodiak,56.88528,154.1217,2546,28,1991,468.24,4415.16
pink,Alitak,Kodiak,56.88528,154.1217,2546,28,1992,183.12,1666.71
pink,Alitak,Kodiak,56.88528,154.1217,2546,28,1993,949.66,10856.35
pink,Alitak,Kodiak,56.88528,154.1217,2546,28,1994,545.91,1043.86
pink,Alitak,Kodiak,56.88528,154.1217,2546,28,1995,3796.35,1459
pink,Alitak,Kodiak,56.88528,154.1217,2546,28,1996,490.46,2987.2
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1950,35,60.05
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1951,3.5,30.51
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1952,35,15.49
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1953,15.03,45.4
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1954,6,60.27
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1955,22.5,19.37
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1956,35.03,58.28
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1957,7.5,23.18
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1958,3.5,32.5
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1959,15.03,46.66
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1960,3.5,178.06
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1961,7.5,11.11
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1962,35,62.42
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1963,7.5,35.07
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1964,1.5,45.22
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1965,7.5,113.66
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1966,7.5,99.63
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1967,3.5,6.04
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1968,15.03,72.55
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1969,0.4,7.32
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1970,15,12.94
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1971,4,11.42
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1972,2.53,32.2
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1973,5.03,4.06
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1974,9,33.06
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1975,1.3,38.13
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1976,22.1,35.49
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1977,20.1,36.95
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1978,19,3.26
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1979,30.25,88.26
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1980,2.5,12.41
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1981,65.04,47.85
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1982,9.03,3.99
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1983,45.27,42.42
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1984,3.52,34.89
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1985,35.6,29.09
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1986,26.57,38.63
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1987,18.23,29.33
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1988,18.11,45.46
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1989,28.11,25.06
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1990,41.07,51.7
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1991,15.13,22.13
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1992,2.1,11.91
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1993,10.08,26.66
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1994,2.03,6.8
pink,Area 10,BC Central Coast,51.28722,127.6819,509,10,1995,26.53,1.5
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1950,357.25,1308.89
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1951,29.78,26.32
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1952,715.05,760.82
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1953,25.78,52.91
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1954,406,415.47
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1955,23.28,173.85
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1956,261.6,737.24
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1957,46.28,147
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1958,312.9,566.68
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1959,142.28,58.58
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1960,370.7,1521.05
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1961,42.33,115.4
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1962,677.45,176.45
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1963,115.4,45.92
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1964,138.8,784.77
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1965,45.7,75.31
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1966,509.38,1253.94
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1967,71.95,146.16
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1968,769.34,1385.87
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1969,120.43,27.44
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1970,808.36,1143.27
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1971,26.7,34.62
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1972,766.95,644.73
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1973,34.23,26.03
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1974,423.17,2233.2
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1975,20.37,11.51
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1976,615.1,774.89
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1977,8.58,21.79
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1978,528.39,306.18
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1979,21.79,9.43
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1980,305.17,164.3
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1981,9.25,13.24
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1982,164.2,235.48
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1983,13.24,29.37
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1984,191.85,1056.91
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1985,19.99,35.8
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1986,703.76,710.55
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1987,35.57,25.98
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1988,572.3,1211.59
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1989,23.26,14.21
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1990,876.18,677.87
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1991,14.07,18.35
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1992,654.26,586.62
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1993,18.14,3.88
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1994,501.81,624.37
pink,Area 2E,BC North Coast,53.0175,131.5778,831,14,1995,3.84,5.62
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1950,204.48,1857.25
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1951,633.83,268.62
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1952,480.55,790.78
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1953,121.09,525.71
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1954,210.9,2268.59
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1955,151.33,237.34
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1956,537.03,1494.36
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1957,62.03,378.12
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1958,416.08,1364.35
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1959,241.98,1712.84
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1960,568.18,6628.07
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1961,670.48,2834.38
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1962,2822.73,2938.38
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1963,1329.75,1738.3
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1964,1509.23,4485.55
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1965,509.15,196.11
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1966,1139.5,4249.94
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1967,95.53,139.84
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1968,1182.3,3544.64
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1969,105.42,606.81
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1970,753.7,6112.82
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1971,366.45,633.71
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1972,1023.9,926.59
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1973,233.04,348.93
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1974,400.93,1508.33
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1975,309.08,546.79
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1976,1021.29,3581.34
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1977,142.69,1214.7
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1978,853.86,3615.58
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1979,489.72,1627.9
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1980,740.11,984.04
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1981,377.4,4045.53
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1982,403.27,1240.06
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1983,476.79,2552.29
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1984,638.85,6073.83
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1985,1044.8,1603.74
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1986,1429.76,9159.52
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1987,673.62,623.26
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1988,1448.58,2854.81
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1989,579.4,1141.7
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1990,954.62,1247.84
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1991,611.92,286
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1992,700.8,353.5
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1993,277.79,618.14
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1994,237.02,1420.77
pink,Area 6,BC North Coast,53.08889,129.1992,685,13,1995,593.59,433.12
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1950,260.61,1184.32
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1951,988.17,945.17
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1952,545.29,1202.64
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1953,428.15,527.1
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1954,351.38,1810.23
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1955,350.29,919.62
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1956,781.08,1085.04
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1957,571.78,957.27
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1958,283.41,3052.16
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1959,530.05,2982.9
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1960,1571.37,16054.13
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1961,1249,2767.4
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1962,3910.09,3594.02
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1963,748.43,801.3
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1964,763.13,3059.85
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1965,222.1,86.33
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1966,939.85,7445.62
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1967,66.31,77.98
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1968,2095,2743.46
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1969,59.93,292.96
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1970,731.1,2440.87
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1971,257.15,223.66
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1972,1356.1,4235.82
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1973,166.88,240.53
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1974,1469.9,3289.43
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1975,150.1,529.52
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1976,1382.2,4053.95
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1977,434.69,1805.03
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1978,2293.48,2011.08
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1979,1123.33,2345.96
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1980,1127.73,234.53
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1981,737.36,2206.18
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1982,195.59,1138.27
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1983,1420.27,4009.01
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1984,967.21,6692.27
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1985,2793.62,780.24
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1986,3271.54,13911.81
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1987,383.06,680.92
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1988,5204.57,6394.9
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1989,522.53,2513.51
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1990,2759.84,7322.76
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1991,2399.35,1442.57
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1992,4614.4,929.66
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1993,1184.71,853.53
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1994,367.79,2210.85
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1995,629.1,1882.73
pink,Area 8,BC Central Coast,51.62194,127.8289,534,12,1996,1844.35,1113.77
