Species,Stock,Region,Latitude,Longitude,AlongShore_Distance,StockNumber,BY,S,R
pink,Perryville,Chignik,55.85417,159.3314,2880,35,1991,343.5,1097.5
pink,Perryville,Chignik,55.85417,159.3314,2880,35,1992,190.4,238.8
pink,Perryville,Chignik,55.85417,159.3314,2880,35,1993,448.4,1263.1
pink,Perryville,Chignik,55.85417,159.3314,2880,35,1994,153.9,454.2
pink,Perryville,Chignik,55.85417,159.3314,2880,35,1995,582.1,235.3
pink,Puyallup,Puget Sound,,,,,1959,14,35.3
pink,Puyallup,Puget Sound,,,,,1961,10,114.78
pink,Puyallup,Puget Sound,,,,,1963,10.22,35.63
pink,Puyallup,Puget Sound,,,,,1965,25.13,40.22
pink,Puyallup,Puget Sound,,,,,1967,22.04,22.86
pink,Puyallup,Puget Sound,,,,,1969,16,63.04
pink,Puyallup,Puget Sound,,,,,1971,40,31.49
pink,Puyallup,Puget Sound,,,,,1973,12.19,35.38
pink,Puyallup,Puget Sound,,,,,1975,11.8,55.19
pink,Puyallup,Washington,47.26972,122.4272,0,5,1977,29.43,102.38
pink,Puyallup,Washington,47.26972,122.4272,0,5,1979,29.48,34.02
pink,Puyallup,Washington,47.26972,122.4272,0,5,1981,12.12,25.34
pink,Puyallup,Washington,47.26972,122.4272,0,5,1983,11.6,53.77
pink,Puyallup,Washington,47.26972,122.4272,0,5,1985,34.1,45.78
pink,Puyallup,Washington,47.26972,122.4272,0,5,1987,34.4,108.41
pink,Puyallup,Washington,47.26972,122.4272,0,5,1989,49.85,23.35
pink,Puyallup,Washington,47.26972,122.4272,0,5,1991,14,12.84
pink,Puyallup,Washington,47.26972,122.4272,0,5,1993,10.07,25.39
pink,Puyallup,Washington,47.26972,122.4272,0,5,1995,17.6,2.89
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1960,608.45,2052.75
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1961,1940.7,15462.65
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1962,1565.48,9030.79
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1963,2834.51,6102.59
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1964,1819.1,6690.11
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1965,1545.91,3676.61
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1966,1929.06,12908.29
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1967,1354.36,5500.47
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1968,3067.44,8059.56
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1969,2015.21,6081.45
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1970,2882.64,6761.22
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1971,3153,4540.26
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1972,3566.05,2792.32
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1973,2915.59,1466.06
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1974,2190.82,1348.2
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1975,1414.85,5068.89
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1976,1309.35,7325.09
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1977,4738.55,8961.77
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1978,4686.75,5318.08
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1979,6865.7,7175.02
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1980,3963.7,17654.94
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1981,4524.74,9656.93
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1982,6834.68,9645.55
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1983,6148.26,30058.03
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1984,5886.19,6241.22
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1985,14441.31,12654
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1986,5350.78,6098.36
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1987,7467.76,20703.59
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1988,4129.31,11976.21
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1989,7972.45,27581.79
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1990,6541.01,23891.77
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1991,9550.21,24634.61
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1992,8486.86,49721.47
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1993,7579.14,11759.61
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1994,14110.53,19678.79
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1995,6905.15,22950.67
pink,SEAK N Inside,Southeast Alaska,57.57528,134.7503,1234,16,1996,10592.32,22501.9
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1960,261.42,571.21
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1961,1265.68,4064.06
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1962,508.3,778.14
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1963,2771.33,1977.66
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1964,707.74,533.55
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1965,1369.29,609.18
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1966,507.54,584.78
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1967,494.25,1477.44
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1968,543.25,587.35
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1969,1354.63,1054.57
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1970,522.63,804.88
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1971,966.12,1166.33
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1972,760.05,1052.41
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1973,916.01,1843.68
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1974,997.92,996.48
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1975,1279.89,6511.8
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1976,898.33,2076.28
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1977,4336.14,6181.59
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1978,1941.62,897.5
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1979,4464.66,6012.22
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1980,826.88,2161.26
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1981,3328.5,5557.96
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1982,1688.52,3626.91
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1983,3022.63,9968.9
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1984,2394.27,1234.68
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1985,4385.62,1781.45
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1986,1025.13,714.17
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1987,1367.69,2421.86
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1988,657.85,1266.68
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1989,1553,2361.85
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1990,1101.88,2430.42
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1991,1993.43,3168.48
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1992,2035.33,5198.66
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1993,2123.95,5243.23
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1994,4209.6,6573.96
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1995,3497.7,10516.84
pink,SEAK N Outside,Southeast Alaska,57.17694,135.7869,1281,17,1996,4760.42,13154.38
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1960,1363.4,14302.77
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1961,948.17,9797.11
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1962,3295.48,16700.79
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1963,4651.88,9612.62
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1964,5441.8,22764.43
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1965,3902.16,1671.56
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1966,7114.73,19792.26
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1967,1030.02,4208.08
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1968,4591.56,9221.73
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1969,3010.39,11427.03
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1970,3810.11,13262.36
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1971,5179.44,8673.89
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1972,4109.36,8076.72
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1973,4118.89,9403.25
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1974,3855.72,13915.96
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1975,6073.25,25377.18
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1976,8758.96,30480.23
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1977,14135.18,17390.94
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1978,12055.23,25591.34
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1979,10398.94,25289.36
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1980,12684.34,22393.02
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1981,11821.36,46026.86
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1982,9476.02,38440.27
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1983,14605.86,56955.48
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1984,18803.27,76929.92
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1985,26255.48,17406.26
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1986,31929.92,17569.48
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1987,12806.26,65850.44
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1988,8522.48,42457.44
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1989,20050.44,58805.83
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1990,15757.44,35377.06
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1991,15305.83,58847.86
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1992,16377.06,36654.6
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1993,19847.86,66624.78
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1994,15554.6,98932.04
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1995,25324.78,31997.55
pink,SEAK S,Southeast Alaska,55.71556,131.8714,970,15,1996,45232.04,72329.65
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1962,210,242.74
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1964,210,16.03
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1965,90,267.54
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1967,240,37.85
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1969,34.5,30.18
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1971,27.18,254.22
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1972,30,63.68
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1973,240,142.24
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1974,60,45.97
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1975,133.8,208.09
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1976,38.08,373.41
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1977,177.71,482.7
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1978,360,294.3
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1979,450,332.87
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1980,250,47.05
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1981,300,194.91
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1982,40.3,127.15
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1983,183.58,378.24
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1984,113.16,261.18
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1985,366,84.48
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1986,255,97.47
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1987,72,338.34
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1988,78.75,553.51
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1989,288.25,195.34
pink,Situk R.,Yakutat,59.43353,139.5467,1614,18,1990,525,25.65
pink,Skagit,Puget Sound,48.3875,122.3656,46,3,1959,200,666.29
pink,Skagit,Puget Sound,48.3875,122.3656,46,3,1961,400,4946.24
pink,Skagit,Puget Sound,48.3875,122.3656,46,3,1963,1190,286.53
pink,Skagit,Puget Sound,48.3875,122.3656,46,3,1965,150,253.09
pink,Skagit,Puget Sound,48.3875,122.3656,46,3,1967,100,152.49
pink,Skagit,Puget Sound,48.3875,122.3656,46,3,1969,100,494.19
pink,Skagit,Puget Sound,48.3875,122.3656,46,3,1971,300.56,493.08
pink,Skagit,Puget Sound,48.3875,122.3656,46,3,1973,251.18,200.35
pink,Skagit,Puget Sound,48.3875,122.3656,46,3,1975,103.14,902.12
pink,Skagit,Puget Sound,48.3875,122.3656,46,3,1977,504.92,983.26
pink,Skagit,Puget Sound,48.3875,122.3656,46,3,1979,300.38,362.55
pink,Skagit,Puget Sound,48.3875,122.3656,46,3,1981,100.27,541.28
pink,Skagit,Puget Sound,48.3875,122.3656,46,3,1983,470.13,1287.76
pink,Skagit,Puget Sound,48.3875,122.3656,46,3,1985,710.03,1059.25
pink,Skagit,Puget Sound,48.3875,122.3656,46,3,1987,593.54,1281.52
pink,Skagit,Puget Sound,48.3875,122.3656,46,3,1989,401.3,618.18
pink,Skagit,Puget Sound,48.3875,122.3656,46,3,1991,351,701.79
pink,Skagit,Puget Sound,48.3875,122.3656,46,3,1993,530,1557.37
pink,Skagit,Puget Sound,48.3875,122.3656,46,3,1995,857,109.77
pink,Snohomish,Puget Sound,,,,,1959,85,89.43
pink,Snohomish,Puget Sound,,,,,1961,50.17,970.71
pink,Snohomish,Puget Sound,,,,,1963,275.04,326.3
pink,Snohomish,Puget Sound,,,,,1965,185.02,221.36
pink,Snohomish,Puget Sound,,,,,1967,95.01,107.03
pink,Snohomish,Puget Sound,,,,,1969,70.01,189.83
pink,Snohomish,Puget Sound,,,,,1971,125,200.61
pink,Snohomish,Puget Sound,,,,,1973,110,122.6
pink,Snohomish,Puget Sound,,,,,1975,65.75,229.82
pink,Snohomish,Puget Sound,,,,,1977,125.99,352.09
pink,Snohomish,Puget Sound,,,,,1979,180.72,185.21
pink,Snohomish,Puget Sound,,,,,1981,90.1,258.27
pink,Snohomish,Puget Sound,,,,,1983,198.28,552.55
pink,Snohomish,Puget Sound,,,,,1985,302.19,224.34
pink,Snohomish,Puget Sound,,,,,1987,152.42,297.56
pink,Snohomish,Puget Sound,,,,,1989,80.15,247.11
pink,Snohomish,Puget Sound,,,,,1991,174,105.48
pink,Snohomish,Puget Sound,,,,,1993,100,115.26
pink,Snohomish,Puget Sound,,,,,1995,101.6,108.45
pink,Stillaguamish,Puget Sound,48.23861,122.3758,38,5,1959,125,222.83
pink,Stillaguamish,Puget Sound,48.23861,122.3758,38,5,1961,125,2258.77
pink,Stillaguamish,Puget Sound,48.23861,122.3758,38,5,1963,640,326.27
pink,Stillaguamish,Puget Sound,48.23861,122.3758,38,5,1965,185,244.63
pink,Stillaguamish,Puget Sound,48.23861,122.3758,38,5,1967,105,114.66
pink,Stillaguamish,Puget Sound,48.23861,122.3758,38,5,1969,75,303.73
pink,Stillaguamish,Puget Sound,48.23861,122.3758,38,5,1971,200,63.83
pink,Stillaguamish,Puget Sound,48.23861,122.3758,38,5,1973,35,55.99
pink,Stillaguamish,Puget Sound,48.23861,122.3758,38,5,1975,30,69.32
pink,Stillaguamish,Puget Sound,48.23861,122.3758,38,5,1977,38,263.07
pink,Stillaguamish,Puget Sound,48.23861,122.3758,38,5,1979,135,42.49
pink,Stillaguamish,Puget Sound,48.23861,122.3758,38,5,1981,18,164.25
pink,Stillaguamish,Puget Sound,48.23861,122.3758,38,5,1983,126.1,375.19
pink,Stillaguamish,Puget Sound,48.23861,122.3758,38,5,1985,200,175.17
pink,Stillaguamish,Puget Sound,48.23861,122.3758,38,5,1987,119,312.05
pink,Stillaguamish,Puget Sound,48.23861,122.3758,38,5,1989,70.4,123.8
pink,Stillaguamish,Puget Sound,48.23861,122.3758,38,5,1991,86,116.03
pink,Stillaguamish,Puget Sound,48.23861,122.3758,38,5,1993,110,240.93
pink,Stillaguamish,Puget Sound,48.23861,122.3758,38,5,1995,208,92.78
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1970,12.4,86.3
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1971,0.8,46.11
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1972,54.93,254.96
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1973,26.54,34.78
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1974,154.29,52.13
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1975,17.89,34.44
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1976,10.61,171.28
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1977,4.57,66.11
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1978,21.81,350.11
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1979,9.5,129.56
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1980,127.9,336.25
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1981,0.58,44.99
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1982,173.35,475.81
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1983,4.98,4.42
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1984,458.39,236.49
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1986,236.49,136.5
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1988,112.77,25.69
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1990,25.69,637.42
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1991,118.72,55.63
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1993,13.57,72.56
pink,Unalakleet,Norton Sound,63.86944,160.7878,3825,43,1995,18.3,28.67
