"S"	"R2"	"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"	"X12"
4129.31	6098.36	0	0	0	1	0	0	0	0	0	0	0	0
6541.01	11976.21	0	0	0	1	0	0	0	0	0	0	0	0
261.42	NA	0	0	0	1	0	0	0	0	0	0	0	0
508.3	571.21	0	0	0	1	0	0	0	0	0	0	0	0
707.74	778.14	0	0	0	1	0	0	0	0	0	0	0	0
507.54	533.55	0	0	0	1	0	0	0	0	0	0	0	0
543.25	584.78	0	0	0	1	0	0	0	0	0	0	0	0
522.63	587.35	0	0	0	1	0	0	0	0	0	0	0	0
760.05	804.88	0	0	0	1	0	0	0	0	0	0	0	0
997.92	1052.41	0	0	0	1	0	0	0	0	0	0	0	0
898.33	996.48	0	0	0	1	0	0	0	0	0	0	0	0
1941.62	2076.28	0	0	0	1	0	0	0	0	0	0	0	0
826.88	897.5	0	0	0	1	0	0	0	0	0	0	0	0
1688.52	2161.26	0	0	0	1	0	0	0	0	0	0	0	0
2394.27	3626.91	0	0	0	1	0	0	0	0	0	0	0	0
1025.13	1234.68	0	0	0	1	0	0	0	0	0	0	0	0
657.85	714.17	0	0	0	1	0	0	0	0	0	0	0	0
1101.88	1266.68	0	0	0	1	0	0	0	0	0	0	0	0
1363.4	NA	0	0	0	1	0	0	0	0	0	0	0	0
3295.48	14302.77	0	0	0	1	0	0	0	0	0	0	0	0
5441.8	16700.79	0	0	0	1	0	0	0	0	0	0	0	0
7114.73	22764.43	0	0	0	1	0	0	0	0	0	0	0	0
4591.56	19792.26	0	0	0	1	0	0	0	0	0	0	0	0
3810.11	9221.73	0	0	0	1	0	0	0	0	0	0	0	0
4109.36	13262.36	0	0	0	1	0	0	0	0	0	0	0	0
3855.72	8076.72	0	0	0	1	0	0	0	0	0	0	0	0
8758.96	13915.96	0	0	0	1	0	0	0	0	0	0	0	0
12055.23	30480.23	0	0	0	1	0	0	0	0	0	0	0	0
12684.34	25591.34	0	0	0	1	0	0	0	0	0	0	0	0
9476.02	22393.02	0	0	0	1	0	0	0	0	0	0	0	0
18803.27	38440.27	0	0	0	1	0	0	0	0	0	0	0	0
31929.92	76929.92	0	0	0	1	0	0	0	0	0	0	0	0
8522.48	17569.48	0	0	0	1	0	0	0	0	0	0	0	0
15757.44	42457.44	0	0	0	1	0	0	0	0	0	0	0	0
210	NA	0	0	0	0	1	0	0	0	0	0	0	0
210	242.74	0	0	0	0	1	0	0	0	0	0	0	0
60	63.68	0	0	0	0	1	0	0	0	0	0	0	0
38.08	45.97	0	0	0	0	1	0	0	0	0	0	0	0
360	373.41	0	0	0	0	1	0	0	0	0	0	0	0
250	294.3	0	0	0	0	1	0	0	0	0	0	0	0
40.3	47.05	0	0	0	0	1	0	0	0	0	0	0	0
113.16	127.15	0	0	0	0	1	0	0	0	0	0	0	0
255	261.18	0	0	0	0	1	0	0	0	0	0	0	0
78.75	97.47	0	0	0	0	1	0	0	0	0	0	0	0
525	553.51	0	0	0	0	1	0	0	0	0	0	0	0
12.4	NA	0	0	0	0	0	0	0	0	0	0	0	1
54.93	86.3	0	0	0	0	0	0	0	0	0	0	0	1
154.29	254.96	0	0	0	0	0	0	0	0	0	0	0	1
10.61	52.13	0	0	0	0	0	0	0	0	0	0	0	1
21.81	171.28	0	0	0	0	0	0	0	0	0	0	0	1
127.9	350.11	0	0	0	0	0	0	0	0	0	0	0	1
173.35	336.25	0	0	0	0	0	0	0	0	0	0	0	1
458.39	475.81	0	0	0	0	0	0	0	0	0	0	0	1
236.49	236.49	0	0	0	0	0	0	0	0	0	0	0	1
112.77	136.5	0	0	0	0	0	0	0	0	0	0	0	1
25.69	25.69	0	0	0	0	0	0	0	0	0	0	0	1
